,prod,title,date,ver.purchase,format,stars,comments,attitude
673,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Falling apart after first wear. Holes after second use.
  
",3-Dec-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,1,          Got these in last Saturday. Wore them today for the first time and they are literally falling apart first time wearing them. Update after wearing them twice holes in them! I dont even think these are rear under armor soaks. Horrible quality. Do not buy!  ,
674,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very well made
  
",30-Jul-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,          Super comfortable and fast drying.  High quality.  Love em!  ,
675,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Do not buy
  
",20-Aug-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,1,          Great at first- finally found socks big enough but after only a couple of washes the stitching is coming out and falling apart  ,
676,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Perfect for big guys
  
",27-Apr-17,1,,4,"          As a guy with big feet , size 15, I always have a hard time finding socks that fit right. These keep all the padding in the right place when worn, and they happen to look good to boot.  ",
677,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    These socks are awesome!
  
",29-Jul-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          My sons wear them and I think they are their favorites.  ,
678,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",15-Mar-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,"          Super comfy! They do not slide down in my shoes, like many other athletic socks.  ",
679,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Softer than a baby's butt
  
",1-Jul-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          Soft and smooth. Slides into shoes like butter, but without having to worry about the dog licking my feet!  ",
680,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Yup
  
",27-Nov-17,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          LOVE these socks.  Super comfy and going to get more.  ,
681,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Light and breathable
  
",8-Apr-20,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,          Super comfy and the look nice. They are light and breathable  ,
682,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Super comfortable
  
",7-Oct-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          Super comfortable, perfect fit (size 12 shoes)  ",
683,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Happy Feet
  
",20-Oct-20,1,Number of Items: 12White/Graphite (12-pairs)Size: X-Large,5,          Comfortable fit and snug not to tight  ,
684,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Quality
  
",19-May-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Great socks  ,
685,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Liked
  
",7-Jun-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          Liked  ,
686,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    *****
  
",1-Apr-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Love these socks  ,
687,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    These socks are awesome. Hard to wear any other now that I ...
  
",15-Jul-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          These socks are awesome. Hard to wear any other now that I have these. Have been through the wash multiple times now and no signs of wearing out.  ,
688,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Don’t buy.
  
",21-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,1,"          They are poor quality and fake. I only put 1 star, so I could write a review.  ",
689,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",12-Nov-17,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,          Fit great. Don't slip like some lo cut socks do.  ,
690,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great for big feet
  
",3-Feb-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          Finally  a sock that fits a Size 13 4E  ,
691,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    great under armor men's lo cut socks - this is ...
  
",28-May-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          great under armor men's lo cut socks - this is all my son wears - awesome quality - great price through amazon.  ,
692,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Poor quality for the price
  
",21-Jul-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,2,          Socks started separating at the black to gray seams first time I wore them.  ,
693,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Do not hold up
  
",21-Jun-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,          Great socks until you wash them. The seams in the heal start to separate after one wash. I love Under Armour products but these are a disappointment  ,
694,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Three Stars
  
",3-Apr-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,3,"          Could fit better, run large to size.  Good quality sock and comfortable  ",
695,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",29-Jan-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          Great sock, fits as expected and looks great. Very comfortable, would purchase again and highly recommend to a friend  ",
696,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Fair quality at best
  
",5-Jan-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,2,          The socks started to fray at the seams after one wear and wash. The quality that UA used to provide has definitely slipped a bit. Being from Baltimore I hate to give a Baltimore company a poor review but if the shoe (or sock) fits . . .  ,
697,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Highly recommend!
  
",19-Jul-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Fit great and very soft!  ,
698,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Best Socks Known To Mankind
  
",26-Oct-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,"          I'm a huge sock snob, weird I know! These are by far the best socks I've ever owned!!!  ",
699,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",7-Jul-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          No issues with the socks what so ever. Fit perfectly!  ,
700,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    AWESOME brand
  
",28-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Under Armour has always been my son's favorite  ,
701,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    All pairs have holes in same seam
  
",28-Dec-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,1,          All 6 pairs I bought developed holes between the heel pad portion and the upper ankle portion. Visible holes after only a few months is unacceptable.  ,
702,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Not happy
  
",25-Feb-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,1,          Not happy at all on adult sizing. Had to just give to my 14 year old.  ,
703,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Absolute Garbage
  
",25-Jun-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,"          I love Under Armour products, but these socks are crap!! Wore a pair twice and already have a hole!  ",
704,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Tight fit for wide feet.
  
",21-Aug-17,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,          Tight fit. Makes my feet hurt the next day. Its as if they were being squeezed for 12 hours.  ,
705,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Best I have ever owned
  
",27-Jul-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          My favorite brand of socks. Very comfortable.  ,
706,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Disappointed at its finest
  
",14-Jan-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,          Already falling apart. Hubbys hanes wore better than these. And for the money come on!!  ,
707,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Holes on them?
  
",24-Apr-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,3,          Brand new socks with holes...... have to return :(  ,
708,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Can't go wrong with these socks
  
",19-Feb-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          These socks fit snug on your foot and feel soft.  I wear them to work out and they help at comfort while I perform my various exercises.  They are also good at absorbing sweat.  ,
709,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great quality running socks
  
",1-Feb-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great socks. Should last a while.  ,
710,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great quality
  
",23-Apr-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Great quality socks. They fit well and are soft and thick.  ,
711,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    A+
  
",23-Feb-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          A+  ,
712,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great for size 15
  
",12-Apr-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          It’s so difficult finding socks large enough in traditional retail. These are great!  ,
713,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Poor Durability
  
",26-Jan-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,"          After a month, two pairs have holes in the toes.  ",
714,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable
  
",30-Jul-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Very comfortable. Fit just right!  ,
715,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice style. Thumbs up
  
",15-May-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Fit just right with no slippage. Nice style.Thumbs up!  ,
716,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    good
  
",9-Apr-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          good  ,
717,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    A+
  
",4-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          2nd time buying.  A+  ,
718,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",5-Dec-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Padded and comfortable​.  ,
719,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Cheaply made
  
",3-Jan-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,1,"          Socks rip where the grey meets the white, aweful!  ",
720,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Buy the right size, replace in 4 months, golden.
  
",22-Dec-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Great socks. Comfortable, smooth. Won't run down if you get the right size.  I wear a mens 12 and the XL (11-13) is perfect. After 20-30 wears and machine washes they will develop a hole in the heel or ball area. They are less than $20 for six pairs. Thats how that works.  ",
721,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Socks
  
",6-Sep-19,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,          Great!  ,
722,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Two Stars
  
",15-Nov-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,          not the quality I expected  ,
723,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Counterfeit
  
",24-Oct-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,          These are not real under armour products. Counterfeit.  ,
724,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very good feeling.
  
",20-Apr-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,4,          Definitely not for summer times.! Warm period socks. Very good feeling.  ,
725,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    FIT WELL
  
",22-Dec-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,          GRAND SON LIKED THEM  ,
726,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    5 Stars
  
",1-Feb-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great socks. Comfortable. Durable.  ,
727,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks!
  
",28-May-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          What can I say? Under Armour quality. Great socks!  ,
728,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks. Buy them.
  
",3-Sep-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Literally the best everyday/athletic socks I’ve ever owned. Comfort, style, durability.  ",
729,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very durable
  
",2-Jul-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          My boyfriend swears by these socks!!  ,
730,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    okay cool socks
  
",31-Oct-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,3,          These sock do keep your feet cool but the seams are not that great quality. One wash and a couple wears later  and a hole opened up on the top seam in 2 different pairs.  ,
731,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    As described
  
",23-Nov-18,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          No problems so far.  ,
732,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great
  
",3-Feb-19,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,          Best socks I've found. Comfortable.  ,
733,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
    Buena calidad
  
  
",25-Mar-21,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,        Super me encantaron    ,
734,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very comfortable.
  
",28-May-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          The only socks I wear anymore. Very comfortable.  ,
735,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    very comfortable. love the larger size
  
",12-Sep-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          perfit fit.... very comfortable.  love the larger size.  I wear size 13 shoes and its hard to find XL socks. I really like these.  ,
736,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Shorter and more ankle showing than my previous generation of this same style
  
",3-Jun-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,"          I've been wearing UA socks for a long time now, works as it should. These are a bit shorter than I like.  ",
737,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",4-Aug-17,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          I wear a size 14 shoe and these fit great!  ,
738,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    OK
  
",12-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,4,"          ""WOW"" They fit and are comfortable and soft.. Almost Spoiling..  ",
739,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    and not quite as big as I would have liked, but the price and comfort is right
  
",8-Nov-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Slippery on hardwood floors, and not quite as big as I would have liked, but the price and comfort is right.  ",
740,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Somewhat smaller
  
",3-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,3,          Smaller then usual  ,
741,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Kinda weird that they have the size printed on them
  
",31-Aug-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,4,          Warmer than I expected and get the feeling they won't last long. But they sure are comfy  ,
742,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Basic go-to
  
",28-Dec-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great everyday socks  ,
743,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    best socks ever
  
",5-Mar-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          loved these socks!! I wear size 15 shoe and the XL fit perfectly, best socks I ever owned.  ",
744,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very good
  
",13-Oct-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Very good value for money  ,
745,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Perfect
  
",16-Aug-19,1,Number of Items: 6Petrol Blue AssortedSize: Medium,4,          All ok  ,
746,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Love these socks
  
",19-Sep-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,"          These are great socks, soft, comfortable, well made. The bottom of the socks are excellent design. Very nice.  ",
747,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great Socks
  
",4-May-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,4,"          Solid socks, comfortable, supportive and fits my size 15 foot well.  I will buy these again  ",
748,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    A
  
",23-Nov-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great fit and feel  ,
749,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Way to small
  
",11-Dec-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,3,          Sized way to small  ,
750,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfy
  
",26-Feb-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Great fit  ,
751,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
    Buen material
  
  
",10-May-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,        Material bueno    ,
752,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",4-Jun-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Under Armour makes the best socks period.  ,
753,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great product
  
",30-Dec-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Nice socks  ,
754,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Perfect
  
",1-Mar-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          They’re great  ,
755,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    10/10
  
",4-Jan-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          10/10  ,
756,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice
  
",12-Dec-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          Nice quality  ,
757,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    comfy sox
  
",31-Dec-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,4,          Fit great  ,
758,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",3-Jun-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great quality and price...fast delivery.  ,
759,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Socks don’t breath
  
",18-Nov-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,2,          My biggest complaint is that the socks do not breath well.  My feet get “clammy”.  I would not buy these socks again.  ,
760,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    These are really good
  
",11-Oct-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,          These are really good  ,
761,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    If your foot mens size is 14 or more they do not have a size that will fit.
  
",8-Sep-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,3,"          These seem like a middle grade sock not high quality, but not the lowest. The size however, at least for the men's larger 13-16 is not even close. The sock they sell as fitting a size 14 is more like a size 10.  ",
762,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Will purchase again
  
",23-Jul-17,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          Fits as expected. Because I need x-large this is one of few brands available  ,
763,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Pos
  
",24-Sep-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,          Cheaply made falling apart wtf  ,
764,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    I do like the feel and comfort though
  
",31-Dec-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,3,          I thought they were ankle high. They're a bit shorter.  I do like the feel and comfort though.  ,
765,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    The best socks
  
",14-Aug-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,          They fit and feel great. I really love these socks  ,
766,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Thanks
  
",19-Dec-18,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          Great  ,
767,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Doesn't slip
  
",9-Mar-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great socks. Fit great and don't slip. Hubby loves them.  ,
768,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Fits a 16
  
",21-May-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          I wear a 16, these are one of very few socks that actually fit.  The XL is actually XL!  ",
769,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great fit and comfortable
  
",16-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Quality Under Armor product as usual!  Great fit and comfortable  ,
770,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good socks
  
",5-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Comfortable cushion double socks I would buy them again  ,
771,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks
  
",30-Mar-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Durable socks. Better than other brands I have purchased.  ,
772,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",4-Aug-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Great socks for the price. They are somewhat thick, but provide excellent comfort.  ",
773,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    A+
  
",9-Dec-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Perfect  ,
774,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks!
  
",1-Apr-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Great buy. Shipped fast.  ,
775,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Five Stars
  
",15-Mar-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          Not too thick and not too thin.....just right  ,
776,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Won't buy again.
  
",2-Dec-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,"          Some of the socks fit fine. Others were far too small. All came from the same package. Also, some were ankle length (which is what I ordered), but some were the really low cut length. Completely miss matched socks. Won't buy again. If I could give a no star rating, I would.  ",
777,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    To whom it concerns
  
",22-Oct-20,1,Number of Items: 6Black/White (6-pairs)Size: Medium,5,          Love them very happy with them since I bought them no problems 🙂  ,
778,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    gift
  
",5-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          My husband was very happy  ,
779,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    some of my favorite socks
  
",28-Jul-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          great and well made socks  ,
780,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Fits good on a fat foot.
  
",24-Aug-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,4,          Pretty comfy fit my fat feet better than most.  ,
781,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfort is unmatchable
  
",18-Jun-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Very comfortable fitting socks.  ,
782,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good quality...except for the hole
  
",26-May-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,3,"          Great socks, the only problem was one of the socks had a hole in it on the top portion of it. Very visible when wearing.  ",
783,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks
  
",4-Oct-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Love these. Soft, not too thin, not too thick. Would buy again.  ",
784,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Love these socks
  
",25-Dec-16,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          These are good quality socks. They last longer than other brands so they are worth the price.  ,
785,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good buy
  
",15-Jun-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          These have to be the best ankle socks I ever wore. They wrap around ur feet well and very comfortable.  ,
786,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Prefect Fit
  
",5-Apr-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,"          It’s always hard to shop for my husband either it’s too tight, too loose, or the material doesn’t feel right. My Husband loves them. Prefect fit.  ",
787,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable and well made!
  
",15-May-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Loved these and will order again!  ,
788,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    No comments
  
",29-Nov-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Its thick n soft  ,
